gene_name	type	chromsome	start	stop	length	strand
AT1G12540	protein_coding_gene	Chr1	4272960	4274206	1247	+
AT1G12550	protein_coding_gene	Chr1	4274594	4275981	1388	+
AT1G12560	protein_coding_gene	Chr1	4276519	4277899	1381	+
AT1G12570	protein_coding_gene	Chr1	4277993	4280862	2870	-
AT1G12580	protein_coding_gene	Chr1	4282899	4285829	2931	+
AT1G12590	tRNA	Chr1	4285887	4285958	72	-
AT1G12600	protein_coding_gene	Chr1	4286204	4288878	2675	-
AT1G12610	protein_coding_gene	Chr1	4289944	4291017	1074	-
AT1G12620	protein_coding_gene	Chr1	4294594	4297084	2491	-
AT1G12630	protein_coding_gene	Chr1	4298889	4299475	587	+
AT1G12640	protein_coding_gene	Chr1	4303312	4305798	2487	-
AT1G12650	protein_coding_gene	Chr1	4305933	4308005	2073	+
AT1G12660	protein_coding_gene	Chr1	4308943	4309583	641	+
AT1G12663	protein_coding_gene	Chr1	4310969	4311457	489	+
AT1G12665	protein_coding_gene	Chr1	4312331	4312935	605	+
AT1G12672	protein_coding_gene	Chr1	4318309	4319090	782	+
AT1G12680	protein_coding_gene	Chr1	4319886	4322945	3060	-
AT1G12700	protein_coding_gene	Chr1	4323556	4326333	2778	-
AT1G12710	protein_coding_gene	Chr1	4326739	4328481	1743	-
AT1G12730	protein_coding_gene	Chr1	4334615	4337844	3230	+
AT1G12740	protein_coding_gene	Chr1	4342282	4344857	2576	+
AT1G12750	protein_coding_gene	Chr1	4344985	4348328	3344	-
AT1G12760	protein_coding_gene	Chr1	4348498	4350867	2370	+
AT1G12770	protein_coding_gene	Chr1	4351064	4353685	2622	+
AT1G12775	protein_coding_gene	Chr1	4353906	4355929	2024	+
AT1G12780	protein_coding_gene	Chr1	4355926	4358328	2403	-
AT1G12790	protein_coding_gene	Chr1	4359151	4361272	2122	-
AT1G12800	protein_coding_gene	Chr1	4361551	4365331	3781	-
AT1G12805	protein_coding_gene	Chr1	4366597	4367119	523	+
AT1G12810	protein_coding_gene	Chr1	4367256	4368822	1567	+
AT1G12820	protein_coding_gene	Chr1	4368760	4371293	2534	-
AT1G12830	protein_coding_gene	Chr1	4374250	4375170	921	-
AT1G12840	protein_coding_gene	Chr1	4375515	4378514	3000	+
AT1G12845	protein_coding_gene	Chr1	4378939	4379516	578	-
AT1G12850	protein_coding_gene	Chr1	4379707	4381612	1906	-
AT1G12855	protein_coding_gene	Chr1	4382160	4383611	1452	+
AT1G12860	protein_coding_gene	Chr1	4384353	4386610	2258	+
AT1G12870	protein_coding_gene	Chr1	4387129	4389110	1982	-
AT1G12880	protein_coding_gene	Chr1	4389751	4391151	1401	+
AT1G12890	protein_coding_gene	Chr1	4391734	4392393	660	+
AT1G12900	protein_coding_gene	Chr1	4392450	4394400	1951	-
AT1G12910	protein_coding_gene	Chr1	4394897	4396291	1395	-
AT1G12920	protein_coding_gene	Chr1	4396348	4398193	1846	-
AT1G12930	protein_coding_gene	Chr1	4398375	4405605	7231	-
AT1G12938	protein_coding_gene	Chr1	4412887	4413057	171	+
AT1G12940	protein_coding_gene	Chr1	4416405	4418590	2186	+
AT1G12950	protein_coding_gene	Chr1	4419770	4422638	2869	+
AT1G12960	protein_coding_gene	Chr1	4422707	4423155	449	-
AT1G12970	protein_coding_gene	Chr1	4423640	4425789	2150	+
AT1G12980	protein_coding_gene	Chr1	4429718	4430965	1248	+
AT1G12990	protein_coding_gene	Chr1	4433640	4436075	2436	+
AT1G13000	protein_coding_gene	Chr1	4436105	4439476	3372	-
AT1G13010	tRNA	Chr1	4440214	4440286	73	+
AT1G13020	protein_coding_gene	Chr1	4440544	4443684	3141	-
AT1G13030	protein_coding_gene	Chr1	4444043	4447406	3364	-
AT1G13040	protein_coding_gene	Chr1	4447647	4449200	1554	+
AT1G13050	protein_coding_gene	Chr1	4450238	4451742	1505	+
AT1G13060	protein_coding_gene	Chr1	4452212	4454876	2665	+
AT1G13080	protein_coding_gene	Chr1	4459166	4460940	1775	+
AT1G13090	protein_coding_gene	Chr1	4461806	4463543	1738	+
AT1G13100	protein_coding_gene	Chr1	4463924	4465538	1615	+
AT1G13110	protein_coding_gene	Chr1	4467220	4469033	1814	+
AT1G13120	protein_coding_gene	Chr1	4469181	4473213	4033	-
AT1G13130	protein_coding_gene	Chr1	4474720	4477941	3222	+
AT1G13140	protein_coding_gene	Chr1	4478491	4480327	1837	-
AT1G13150	protein_coding_gene	Chr1	4481875	4483696	1822	-
AT1G13160	protein_coding_gene	Chr1	4484584	4488577	3994	+
AT1G13170	protein_coding_gene	Chr1	4488533	4492587	4055	-
AT1G13180	protein_coding_gene	Chr1	4495028	4498469	3442	+
AT1G13190	protein_coding_gene	Chr1	4498881	4501613	2733	+
AT1G13195	protein_coding_gene	Chr1	4501581	4503591	2011	-
AT1G13200	protein_coding_gene	Chr1	4507221	4508528	1308	-
AT1G13210	protein_coding_gene	Chr1	4508963	4513938	4976	-
AT1G13220	protein_coding_gene	Chr1	4515606	4520284	4679	+
AT1G13230	protein_coding_gene	Chr1	4520631	4522544	1914	+
AT1G13240	tRNA	Chr1	4522709	4522782	74	-
AT1G13245	protein_coding_gene	Chr1	4525486	4526064	579	-
AT1G13250	protein_coding_gene	Chr1	4528623	4530063	1441	-
AT1G13260	protein_coding_gene	Chr1	4542168	4543742	1575	+
AT1G13270	protein_coding_gene	Chr1	4544953	4547312	2360	+
AT1G13280	protein_coding_gene	Chr1	4547454	4548875	1422	+
AT1G13290	protein_coding_gene	Chr1	4550153	4551620	1468	-
AT1G13300	protein_coding_gene	Chr1	4556892	4558708	1817	+
AT1G13310	protein_coding_gene	Chr1	4561068	4563061	1994	-
AT1G13320	protein_coding_gene	Chr1	4563471	4567807	4337	-
AT1G13330	protein_coding_gene	Chr1	4567935	4570598	2664	+
AT1G13340	protein_coding_gene	Chr1	4569448	4571118	1671	-
AT1G13350	protein_coding_gene	Chr1	4572419	4576632	4214	-
AT1G13360	protein_coding_gene	Chr1	4576873	4577967	1095	-
AT1G13370	protein_coding_gene	Chr1	4587780	4588613	834	-
AT1G13380	protein_coding_gene	Chr1	4589071	4590423	1353	-
AT1G13390	protein_coding_gene	Chr1	4592481	4594391	1911	-
AT1G13400	protein_coding_gene	Chr1	4597627	4598911	1285	+
AT1G13410	protein_coding_gene	Chr1	4601261	4603298	2038	+
AT1G13420	protein_coding_gene	Chr1	4604841	4606053	1213	+
AT1G13430	protein_coding_gene	Chr1	4606500	4607747	1248	+
AT1G13440	protein_coding_gene	Chr1	4608196	4610647	2452	-
AT1G13448	other_RNA	Chr1	4612243	4612929	687	+
AT1G13450	protein_coding_gene	Chr1	4612731	4615353	2623	-
AT1G13460	protein_coding_gene	Chr1	4615813	4618329	2517	+
AT1G13470	protein_coding_gene	Chr1	4620228	4621580	1353	-
AT1G13480	protein_coding_gene	Chr1	4622634	4624070	1437	-
AT1G13485	protein_coding_gene	Chr1	4624171	4624344	174	-
AT1G13490	protein_coding_gene	Chr1	4624715	4626064	1350	-
AT1G13500	protein_coding_gene	Chr1	4627789	4629169	1381	-
AT1G13510	protein_coding_gene	Chr1	4629203	4630821	1619	-
AT1G13520	protein_coding_gene	Chr1	4631778	4633248	1471	-
AT1G13530	protein_coding_gene	Chr1	4633740	4635129	1390	-
AT1G13540	protein_coding_gene	Chr1	4635463	4636805	1343	-
AT1G13550	protein_coding_gene	Chr1	4636984	4638330	1347	-
AT1G13560	protein_coding_gene	Chr1	4638514	4642104	3591	-
AT1G13570	protein_coding_gene	Chr1	4642346	4644422	2077	-
AT1G13580	protein_coding_gene	Chr1	4644521	4647007	2487	-
AT1G13590	protein_coding_gene	Chr1	4647949	4648740	792	+
AT1G13600	protein_coding_gene	Chr1	4650787	4651469	683	-
AT1G13605	protein_coding_gene	Chr1	4658538	4659106	569	+
AT1G13607	protein_coding_gene	Chr1	4660778	4661218	441	+
AT1G13608	protein_coding_gene	Chr1	4661682	4662029	348	+
AT1G13609	protein_coding_gene	Chr1	4662721	4663219	499	+
AT1G13610	protein_coding_gene	Chr1	4663831	4666031	2201	-
AT1G13620	protein_coding_gene	Chr1	4668443	4669471	1029	+
AT1G13630	protein_coding_gene	Chr1	4669784	4672957	3174	-
AT1G13635	protein_coding_gene	Chr1	4674152	4676170	2019	+
AT1G13640	protein_coding_gene	Chr1	4677027	4679812	2786	-
AT1G13650	protein_coding_gene	Chr1	4680432	4682196	1765	-
AT1G13670	protein_coding_gene	Chr1	4688156	4688966	811	+
AT1G13680	protein_coding_gene	Chr1	4690409	4692841	2433	+
AT1G13690	protein_coding_gene	Chr1	4693289	4694410	1122	+
AT1G13700	protein_coding_gene	Chr1	4694372	4696023	1652	-
AT1G13710	protein_coding_gene	Chr1	4702725	4704657	1933	-
AT1G13720	tRNA	Chr1	4709635	4709706	72	+
AT1G13730	protein_coding_gene	Chr1	4709824	4712550	2727	+
AT1G13740	protein_coding_gene	Chr1	4713674	4715407	1734	+
AT1G13750	protein_coding_gene	Chr1	4715394	4718235	2842	-
AT1G13755	protein_coding_gene	Chr1	4718673	4719354	682	-
AT1G13760	protein_coding_gene	Chr1	4720243	4721342	1100	-
AT1G13770	protein_coding_gene	Chr1	4721695	4724510	2816	+
AT1G13780	protein_coding_gene	Chr1	4724608	4726499	1892	+
AT1G13790	protein_coding_gene	Chr1	4727438	4730425	2988	+
AT1G13800	protein_coding_gene	Chr1	4731056	4733707	2652	-
AT1G13810	protein_coding_gene	Chr1	4734036	4735389	1354	+
AT1G13820	protein_coding_gene	Chr1	4735547	4737808	2262	+
AT1G13830	protein_coding_gene	Chr1	4739873	4741038	1166	-
AT1G13840	tRNA	Chr1	4741999	4742071	73	+
AT1G13850	tRNA	Chr1	4743095	4743167	73	+
AT1G13860	protein_coding_gene	Chr1	4743205	4746956	3752	-
AT1G13870	protein_coding_gene	Chr1	4747265	4748642	1378	-
AT1G13880	protein_coding_gene	Chr1	4748873	4751212	2340	+
AT1G13890	protein_coding_gene	Chr1	4751581	4752844	1264	+
AT1G13900	protein_coding_gene	Chr1	4753145	4755580	2436	-
AT1G13910	protein_coding_gene	Chr1	4755784	4757991	2208	+
AT1G13920	protein_coding_gene	Chr1	4758188	4759754	1567	+
AT1G13930	protein_coding_gene	Chr1	4761012	4762666	1655	+
AT1G13940	protein_coding_gene	Chr1	4762703	4766749	4047	-
AT1G13950	protein_coding_gene	Chr1	4773576	4774867	1292	+
AT1G13960	protein_coding_gene	Chr1	4776463	4779400	2938	+
AT1G13970	protein_coding_gene	Chr1	4779523	4782542	3020	-
AT1G13980	protein_coding_gene	Chr1	4788463	4794654	6192	+
AT1G13990	protein_coding_gene	Chr1	4794756	4796597	1842	+
AT1G14000	protein_coding_gene	Chr1	4797358	4800283	2926	+
AT1G14010	protein_coding_gene	Chr1	4800169	4801850	1682	-
AT1G14020	protein_coding_gene	Chr1	4802720	4805375	2656	+
AT1G14030	protein_coding_gene	Chr1	4805306	4807517	2212	-
AT1G14040	protein_coding_gene	Chr1	4810488	4814543	4056	+
AT1G14048	protein_coding_gene	Chr1	4815683	4815988	306	-
AT1G14060	protein_coding_gene	Chr1	4817144	4818020	877	-
AT1G14070	protein_coding_gene	Chr1	4818548	4820150	1603	+
AT1G14071	miRNA	Chr1	4820405	4820499	95	-
AT1G14080	protein_coding_gene	Chr1	4822528	4824414	1887	+
AT1G14100	protein_coding_gene	Chr1	4827961	4829587	1627	+
AT1G14110	protein_coding_gene	Chr1	4830297	4831915	1619	+
AT1G14120	protein_coding_gene	Chr1	4833518	4835089	1572	-
AT1G14130	protein_coding_gene	Chr1	4835724	4837616	1893	-
AT1G14140	protein_coding_gene	Chr1	4837927	4839633	1707	-
AT1G14150	protein_coding_gene	Chr1	4839853	4840751	899	+
AT1G14160	protein_coding_gene	Chr1	4840697	4841848	1152	-
AT1G14170	protein_coding_gene	Chr1	4843234	4845847	2614	-
AT1G14180	protein_coding_gene	Chr1	4847162	4849207	2046	+
AT1G14185	protein_coding_gene	Chr1	4850274	4852096	1823	+
AT1G14190	protein_coding_gene	Chr1	4852802	4854307	1506	+
AT1G14200	protein_coding_gene	Chr1	4854384	4855200	817	-
AT1G14205	protein_coding_gene	Chr1	4855533	4856930	1398	+
AT1G14210	protein_coding_gene	Chr1	4856778	4857964	1187	-
AT1G14220	protein_coding_gene	Chr1	4858642	4859601	960	-
AT1G14225	protein_coding_gene	Chr1	4860515	4860649	135	-
AT1G14230	protein_coding_gene	Chr1	4861266	4864094	2829	+
AT1G14240	protein_coding_gene	Chr1	4864902	4868000	3099	+
AT1G14250	protein_coding_gene	Chr1	4868452	4871488	3037	+
AT1G14260	protein_coding_gene	Chr1	4872856	4874907	2052	+
AT1G14270	protein_coding_gene	Chr1	4874875	4877248	2374	-
AT1G14280	protein_coding_gene	Chr1	4877627	4879149	1523	+
AT1G14290	protein_coding_gene	Chr1	4880051	4881964	1914	-
AT1G14300	protein_coding_gene	Chr1	4882376	4884791	2416	-
AT1G14310	protein_coding_gene	Chr1	4885044	4886793	1750	+
AT1G14315	protein_coding_gene	Chr1	4886768	4887933	1166	-
AT1G14320	protein_coding_gene	Chr1	4888214	4889661	1448	+
AT1G14330	protein_coding_gene	Chr1	4890118	4892251	2134	-
AT1G14340	protein_coding_gene	Chr1	4897346	4898961	1616	+
AT1G14345	protein_coding_gene	Chr1	4899145	4899979	835	+
AT1G14350	protein_coding_gene	Chr1	4907953	4911168	3216	+
AT1G14360	protein_coding_gene	Chr1	4911093	4913152	2060	-
AT1G14370	protein_coding_gene	Chr1	4915576	4918138	2563	+
AT1G14380	protein_coding_gene	Chr1	4918010	4921596	3587	-
AT1G14390	protein_coding_gene	Chr1	4924277	4926794	2518	+
AT1G14400	protein_coding_gene	Chr1	4927011	4928690	1680	-
AT1G14410	protein_coding_gene	Chr1	4929123	4930904	1782	-
AT1G14420	protein_coding_gene	Chr1	4931566	4933515	1950	-
AT1G14430	protein_coding_gene	Chr1	4934120	4936100	1981	+
AT1G14440	protein_coding_gene	Chr1	4938824	4940903	2080	-
AT1G14450	protein_coding_gene	Chr1	4946218	4947576	1359	-
AT1G14455	protein_coding_gene	Chr1	4947819	4948400	582	-
AT1G14460	protein_coding_gene	Chr1	4948748	4952927	4180	-
AT1G14470	protein_coding_gene	Chr1	4954080	4955702	1623	+
AT1G14480	protein_coding_gene	Chr1	4956257	4958076	1820	+
AT1G14490	protein_coding_gene	Chr1	4958514	4959325	812	-
AT1G14500	protein_coding_gene	Chr1	4960375	4961780	1406	+
AT1G14510	protein_coding_gene	Chr1	4961886	4964428	2543	-
AT1G14518	other_RNA	Chr1	4966810	4967493	684	-
AT1G14520	protein_coding_gene	Chr1	4968142	4970311	2170	-
AT1G14530	protein_coding_gene	Chr1	4970858	4973726	2869	-
AT1G14540	protein_coding_gene	Chr1	4974067	4975705	1639	-
AT1G14549	protein_coding_gene	Chr1	4978794	4978907	114	-
AT1G14550	protein_coding_gene	Chr1	4979028	4980324	1297	+
AT1G14560	protein_coding_gene	Chr1	4980672	4983284	2613	+
AT1G14570	protein_coding_gene	Chr1	4983535	4987375	3841	+
AT1G14580	protein_coding_gene	Chr1	4989562	4992732	3171	+
AT1G14590	protein_coding_gene	Chr1	4998816	5000643	1828	-
AT1G14600	protein_coding_gene	Chr1	5001011	5003370	2360	-
AT1G14610	protein_coding_gene	Chr1	5008244	5014533	6290	-
AT1G14620	protein_coding_gene	Chr1	5014753	5016604	1852	-
AT1G14630	protein_coding_gene	Chr1	5019955	5021537	1583	+
AT1G14640	protein_coding_gene	Chr1	5023656	5025955	2300	+
AT1G14642	protein_coding_gene	Chr1	5026364	5026585	222	+
AT1G14650	protein_coding_gene	Chr1	5027662	5031779	4118	+
AT1G14660	protein_coding_gene	Chr1	5031950	5036477	4528	-
AT1G14670	protein_coding_gene	Chr1	5037612	5040528	2917	+
AT1G14680	protein_coding_gene	Chr1	5040861	5041733	873	+
AT1G14685	protein_coding_gene	Chr1	5042323	5044294	1972	+
AT1G14686	protein_coding_gene	Chr1	5045781	5046800	1020	-
AT1G14687	protein_coding_gene	Chr1	5047803	5048612	810	+
AT1G14688	protein_coding_gene	Chr1	5049526	5050983	1458	-
AT1G14690	protein_coding_gene	Chr1	5051760	5055252	3493	-
AT1G14700	protein_coding_gene	Chr1	5058680	5061136	2457	+
AT1G14710	protein_coding_gene	Chr1	5061866	5065178	3313	-
AT1G14720	protein_coding_gene	Chr1	5066636	5068645	2010	-
AT1G14730	protein_coding_gene	Chr1	5073105	5074779	1675	+
AT1G14740	protein_coding_gene	Chr1	5075213	5077791	2579	-
AT1G14750	protein_coding_gene	Chr1	5079407	5082520	3114	-
AT1G14755	protein_coding_gene	Chr1	5083742	5084342	601	+
AT1G14760	protein_coding_gene	Chr1	5084352	5085213	862	-
AT1G14770	protein_coding_gene	Chr1	5086626	5088846	2221	-
AT1G14780	protein_coding_gene	Chr1	5090990	5094152	3163	+
AT1G14790	protein_coding_gene	Chr1	5093961	5098032	4072	-
AT1G14800	protein_coding_gene	Chr1	5099572	5102558	2987	+
AT1G14810	protein_coding_gene	Chr1	5102424	5104695	2272	-
AT1G14820	protein_coding_gene	Chr1	5105018	5106954	1937	-
AT1G14830	protein_coding_gene	Chr1	5107421	5111670	4250	-
AT1G14840	protein_coding_gene	Chr1	5111955	5115497	3543	-
AT1G14850	protein_coding_gene	Chr1	5116696	5123259	6564	-
AT1G14860	protein_coding_gene	Chr1	5124742	5126151	1410	+
AT1G14870	protein_coding_gene	Chr1	5128375	5129523	1149	-
AT1G14880	protein_coding_gene	Chr1	5132535	5133716	1182	-
AT1G14890	protein_coding_gene	Chr1	5137014	5137957	944	+
AT1G14900	protein_coding_gene	Chr1	5138334	5139432	1099	-
AT1G14910	protein_coding_gene	Chr1	5139712	5143689	3978	-
AT1G14920	protein_coding_gene	Chr1	5149226	5151354	2129	+
AT1G14930	protein_coding_gene	Chr1	5152263	5153084	822	-
AT1G14940	protein_coding_gene	Chr1	5154537	5155564	1028	-
AT1G14950	protein_coding_gene	Chr1	5157336	5158269	934	-
AT1G14960	protein_coding_gene	Chr1	5159199	5160083	885	-
AT1G14970	protein_coding_gene	Chr1	5161949	5164917	2969	-
AT1G14980	protein_coding_gene	Chr1	5165628	5166745	1118	-
AT1G14990	protein_coding_gene	Chr1	5167031	5168264	1234	-
AT1G15000	protein_coding_gene	Chr1	5168596	5170066	1471	+
AT1G15002	other_RNA	Chr1	5169940	5170435	496	-
AT1G15010	protein_coding_gene	Chr1	5171207	5171742	536	+
AT1G15015	protein_coding_gene	Chr1	5172081	5172923	843	+
AT1G15020	protein_coding_gene	Chr1	5173097	5176223	3127	-
AT1G15030	protein_coding_gene	Chr1	5177529	5180049	2521	+
AT1G15040	protein_coding_gene	Chr1	5179887	5181389	1503	-
AT1G15045	protein_coding_gene	Chr1	5181857	5181964	108	+
AT1G15050	protein_coding_gene	Chr1	5182256	5183243	988	-
AT1G15060	protein_coding_gene	Chr1	5183607	5186974	3368	-
AT1G15080	protein_coding_gene	Chr1	5187626	5189673	2048	+
AT1G15090	tRNA	Chr1	5189687	5189760	74	-
AT1G15100	protein_coding_gene	Chr1	5193426	5194203	778	-
AT1G15110	protein_coding_gene	Chr1	5199018	5202175	3158	+
AT1G15120	protein_coding_gene	Chr1	5202648	5204193	1546	+
AT1G15125	protein_coding_gene	Chr1	5204625	5205912	1288	+
AT1G15130	protein_coding_gene	Chr1	5206002	5209915	3914	-
AT1G15140	protein_coding_gene	Chr1	5210206	5212349	2144	-
AT1G15150	protein_coding_gene	Chr1	5212615	5214858	2244	+
AT1G15160	protein_coding_gene	Chr1	5215475	5217545	2071	+
AT1G15165	protein_coding_gene	Chr1	5217719	5220113	2395	-
AT1G15170	protein_coding_gene	Chr1	5220641	5222973	2333	+
AT1G15175	other_RNA	Chr1	5222913	5224121	1209	-
AT1G15180	protein_coding_gene	Chr1	5224385	5226702	2318	+
AT1G15190	protein_coding_gene	Chr1	5227053	5228202	1150	+
AT1G15200	protein_coding_gene	Chr1	5228300	5231184	2885	-
AT1G15210	protein_coding_gene	Chr1	5231348	5236573	5226	-
AT1G15215	protein_coding_gene	Chr1	5238065	5240051	1987	+
AT1G15220	protein_coding_gene	Chr1	5240029	5241538	1510	-
AT1G15230	protein_coding_gene	Chr1	5242198	5243227	1030	-
AT1G15240	protein_coding_gene	Chr1	5243450	5248604	5155	+
AT1G15250	protein_coding_gene	Chr1	5248664	5249474	811	-
AT1G15260	protein_coding_gene	Chr1	5249760	5250573	814	+
AT1G15270	protein_coding_gene	Chr1	5250650	5252121	1472	-
AT1G15280	protein_coding_gene	Chr1	5252315	5256753	4439	+
AT1G15290	protein_coding_gene	Chr1	5257046	5264942	7897	-
AT1G15310	protein_coding_gene	Chr1	5269019	5272058	3040	-
AT1G15320	protein_coding_gene	Chr1	5272256	5274074	1819	-
AT1G15330	protein_coding_gene	Chr1	5274346	5275602	1257	+
AT1G15340	protein_coding_gene	Chr1	5275677	5277689	2013	-
AT1G15350	protein_coding_gene	Chr1	5278260	5279877	1618	-
AT1G15360	protein_coding_gene	Chr1	5283538	5284673	1136	+
AT1G15370	protein_coding_gene	Chr1	5287047	5288577	1531	+
AT1G15380	protein_coding_gene	Chr1	5290745	5292535	1791	+
AT1G15385	protein_coding_gene	Chr1	5292756	5293265	510	-
AT1G15390	protein_coding_gene	Chr1	5294629	5295797	1169	+
AT1G15400	protein_coding_gene	Chr1	5295773	5296902	1130	-
AT1G15405	other_RNA	Chr1	5297875	5298166	292	-
AT1G15410	protein_coding_gene	Chr1	5298324	5300927	2604	+
AT1G15415	protein_coding_gene	Chr1	5300742	5301412	671	-
AT1G15420	protein_coding_gene	Chr1	5301613	5303390	1778	-
AT1G15430	protein_coding_gene	Chr1	5304317	5306012	1696	+
AT1G15440	protein_coding_gene	Chr1	5306061	5309514	3454	-
AT1G15450	tRNA	Chr1	5309647	5309718	72	-
AT1G15460	protein_coding_gene	Chr1	5310001	5314094	4094	-
AT1G15470	protein_coding_gene	Chr1	5315507	5317863	2357	+
AT1G15480	protein_coding_gene	Chr1	5318011	5320594	2584	+
AT1G15490	protein_coding_gene	Chr1	5320615	5323895	3281	-
AT1G15500	protein_coding_gene	Chr1	5326290	5328874	2585	+
AT1G15510	protein_coding_gene	Chr1	5329111	5331711	2601	+
AT1G15520	protein_coding_gene	Chr1	5331858	5338326	6469	-
AT1G15530	protein_coding_gene	Chr1	5339961	5341931	1971	-
AT1G15540	protein_coding_gene	Chr1	5342587	5343705	1119	+
AT1G15550	protein_coding_gene	Chr1	5344478	5346166	1689	-
AT1G15570	protein_coding_gene	Chr1	5362009	5365549	3541	+
AT1G15580	protein_coding_gene	Chr1	5365665	5366497	833	-
AT1G15590	protein_coding_gene	Chr1	5367297	5368670	1374	+
AT1G15600	protein_coding_gene	Chr1	5368923	5370344	1422	+
AT1G15610	protein_coding_gene	Chr1	5370677	5371859	1183	+
AT1G15620	protein_coding_gene	Chr1	5373504	5374575	1072	+
AT1G15630	protein_coding_gene	Chr1	5376793	5378027	1235	+
AT1G15640	protein_coding_gene	Chr1	5378886	5380139	1254	+
AT1G15650	tRNA	Chr1	5380907	5380988	82	+
AT1G15660	protein_coding_gene	Chr1	5381170	5385254	4085	+
AT1G15670	protein_coding_gene	Chr1	5389952	5391490	1539	+
AT1G15680	protein_coding_gene	Chr1	5393407	5394639	1233	+
AT1G15690	protein_coding_gene	Chr1	5398990	5402733	3744	+
AT1G15700	protein_coding_gene	Chr1	5402569	5403818	1250	-
AT1G15710	protein_coding_gene	Chr1	5404358	5405686	1329	+
AT1G15720	protein_coding_gene	Chr1	5406025	5407486	1462	+
AT1G15730	protein_coding_gene	Chr1	5407401	5409987	2587	-
AT1G15740	protein_coding_gene	Chr1	5410908	5414919	4012	+
AT1G15750	protein_coding_gene	Chr1	5414817	5421033	6217	-
AT1G15757	protein_coding_gene	Chr1	5424242	5424576	335	-
AT1G15760	protein_coding_gene	Chr1	5425714	5426322	609	+
AT1G15770	protein_coding_gene	Chr1	5426892	5428280	1389	-
AT1G15772	protein_coding_gene	Chr1	5428520	5429561	1042	-
AT1G15780	protein_coding_gene	Chr1	5430183	5436412	6230	-
AT1G15790	protein_coding_gene	Chr1	5438253	5440087	1835	-
AT1G15800	protein_coding_gene	Chr1	5441082	5443684	2603	-
AT1G15810	protein_coding_gene	Chr1	5444418	5446564	2147	+
AT1G15820	protein_coding_gene	Chr1	5446462	5447859	1398	-
AT1G15825	protein_coding_gene	Chr1	5448149	5448529	381	-
AT1G15830	protein_coding_gene	Chr1	5448726	5450177	1452	+
AT1G15840	protein_coding_gene	Chr1	5451432	5452374	943	+
AT1G15850	protein_coding_gene	Chr1	5453245	5454088	844	-
AT1G15860	protein_coding_gene	Chr1	5454785	5457022	2238	+
AT1G15870	protein_coding_gene	Chr1	5457084	5458429	1346	+
AT1G15880	protein_coding_gene	Chr1	5458535	5460333	1799	-
